id,adj_p_value,p_value,t,b,logfc,gene_symbol,gene_title
214898_x_at,0.01322,0.000146,-5.179105,1.232596,-0.8716876,MUC3B,"mucin 3B, cell surface associated"
217766_s_at,0.01322,0.000147,5.177516,1.22988,1.6674269,TMEM50A,transmembrane protein 50A
215440_s_at,0.01328,0.000148,5.170236,1.217435,1.7360919,BEX4,brain expressed X-linked 4
207791_s_at,0.01328,0.000148,5.170076,1.217162,2.256374,RAB1A,"RAB1A, member RAS oncogene family"
218098_at,0.01328,0.000149,5.16741,1.212602,1.6425707,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
212544_at,0.01328,0.000151,5.160978,1.201598,1.8513629,ZNHIT3,zinc finger HIT-type containing 3
204403_x_at,0.01328,0.000151,-5.159568,1.199185,-0.7496993,LOC100294033///TCAF1,protein FAM115A-like///TRPM8 channel associated factor 1
206042_x_at,0.01328,0.000152,5.157497,1.19564,0.8754733,SNURF///SNRPN,SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
200700_s_at,0.01328,0.000152,5.157289,1.195284,1.3996081,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2
211972_x_at,0.01328,0.000153,5.155358,1.191978,1.2255714,RPLP0,ribosomal protein lateral stalk subunit P0
209354_at,0.01334,0.000154,-5.149059,1.181191,-0.7501167,TNFRSF14,TNF receptor superfamily member 14
207639_at,0.01334,0.000154,-5.14851,1.180251,-0.8187855,FZD9,frizzled class receptor 9
218241_at,0.01334,0.000155,5.146273,1.176417,1.9930538,GOLGA5,golgin A5
215863_at,0.01357,0.000159,-5.1334,1.154348,-0.928959,TFR2,transferrin receptor 2
213252_at,0.01357,0.000159,-5.132547,1.152885,-0.6142186,SH3PXD2A,SH3 and PX domains 2A
213291_s_at,0.01357,0.00016,5.13039,1.149184,1.1668571,UBE3A,ubiquitin protein ligase E3A
205189_s_at,0.01368,0.000163,-5.120029,1.131399,-0.6497302,FANCC,Fanconi anemia complementation group C
204299_at,0.01368,0.000163,5.118085,1.128062,1.0711355,SRSF10,serine and arginine rich splicing factor 10
204992_s_at,0.01368,0.000165,5.111391,1.116561,2.0111957,PFN2,profilin 2
203675_at,0.01368,0.000166,5.109719,1.113686,1.4235331,NUCB2,nucleobindin 2
205641_s_at,0.01368,0.000166,-5.109202,1.112798,-0.6768779,TRADD,TNFRSF1A associated via death domain
201013_s_at,0.01368,0.000166,5.108821,1.112143,1.7176998,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
218989_x_at,0.01368,0.000166,5.107211,1.109375,1.3957148,SLC30A5,solute carrier family 30 member 5
215188_at,0.01368,0.000167,-5.106763,1.108605,-0.5406721,STK24,serine/threonine kinase 24
209694_at,0.01368,0.000168,5.103705,1.103347,1.4269369,PTS,6-pyruvoyltetrahydropterin synthase
200627_at,0.01368,0.000168,5.103478,1.102957,2.2043921,PTGES3,prostaglandin E synthase 3
208843_s_at,0.01368,0.000168,5.103254,1.102571,1.0260388,GORASP2,golgi reassembly stacking protein 2
217726_at,0.01368,0.000172,5.090946,1.081395,0.9957502,COPZ1,coatomer protein complex subunit zeta 1
203356_at,0.01368,0.000172,5.088887,1.07785,1.4056017,CAPN7,calpain 7
211507_s_at,0.01368,0.000172,-5.087954,1.076244,-0.5747783,MTMR3,myotubularin related protein 3
202930_s_at,0.01368,0.000173,5.08514,1.071398,1.662261,SUCLA2,succinate-CoA ligase ADP-forming beta subunit
40016_g_at,0.01368,0.000173,-5.085105,1.071338,-1.5123369,MAST4,microtubule associated serine/threonine kinase family member 4
205697_at,0.01368,0.000174,5.082976,1.06767,2.1976062,SCGN,"secretagogin, EF-hand calcium binding protein"
208860_s_at,0.01368,0.000175,5.079244,1.06124,1.3605467,ATRX,"ATRX, chromatin remodeler"
210309_at,0.01368,0.000176,-5.07755,1.058322,-0.7056121,RECQL5,RecQ like helicase 5
210024_s_at,0.01368,0.000176,5.076416,1.056366,1.6764679,UBE2E3,ubiquitin conjugating enzyme E2 E3
208668_x_at,0.01368,0.000179,5.068531,1.042772,1.1244083,HMGN2,high mobility group nucleosomal binding domain 2
209274_s_at,0.01368,0.000179,5.068035,1.041916,2.0767171,ISCA1,iron-sulfur cluster assembly 1
201595_s_at,0.01368,0.00018,5.064971,1.03663,1.5989086,ZC3H15,zinc finger CCCH-type containing 15
211713_x_at,0.01368,0.00018,-5.06461,1.036008,-0.9356443,KIAA0101,KIAA0101
210817_s_at,0.01368,0.00018,5.064014,1.034979,0.8889198,CALCOCO2,calcium binding and coiled-coil domain 2
200605_s_at,0.01368,0.000181,5.062664,1.032651,2.7879229,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
202433_at,0.01368,0.000181,5.062171,1.031799,1.0621426,SLC35B1,solute carrier family 35 member B1
201475_x_at,0.01368,0.000181,5.059997,1.028047,1.0847231,MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase
217516_x_at,0.01368,0.000182,-5.05847,1.025411,-0.6651231,ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome
202717_s_at,0.01368,0.000182,5.057969,1.024548,1.1688057,CDC16,cell division cycle 16
203997_at,0.01368,0.000183,5.055885,1.020949,1.0608088,PTPN3,"protein tyrosine phosphatase, non-receptor type 3"
217923_at,0.01368,0.000183,5.055105,1.019603,0.7701524,PEF1,penta-EF-hand domain containing 1
209680_s_at,0.01368,0.000184,-5.052247,1.014667,-0.6620838,KIFC1,kinesin family member C1
208669_s_at,0.01368,0.000185,5.050757,1.012095,2.207636,EID1,EP300 interacting inhibitor of differentiation 1
208039_at,0.01368,0.000186,-5.047764,1.006923,-0.7852729,SLC9A2,solute carrier family 9 member A2
214421_x_at,0.01368,0.000186,-5.04731,1.00614,-0.644755,CYP2C9,cytochrome P450 family 2 subfamily C member 9
207527_at,0.01368,0.000186,-5.046791,1.005243,-0.757241,KCNJ9,potassium voltage-gated channel subfamily J member 9
210083_at,0.01368,0.000186,-5.046691,1.005071,-0.7228445,SEMA7A,semaphorin 7A (John Milton Hagen blood group)
213123_at,0.01368,0.000186,5.046349,1.004479,0.9061407,MFAP3,microfibrillar associated protein 3
210409_at,0.01368,0.000187,-5.04466,1.00156,-0.7635005,AFDN-AS1,AFDN antisense RNA 1 (head to head)
215582_x_at,0.01368,0.000187,-5.044589,1.001438,-0.924594,MCM3AP,minichromosome maintenance complex component 3 associated protein
220411_x_at,0.01371,0.000188,-5.03977,0.993108,-1.0803926,PODNL1,podocan like 1
201054_at,0.01371,0.000189,5.038178,0.990356,1.9543619,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0
212222_at,0.01374,0.00019,5.035133,0.98509,1.0638736,PSME4,proteasome activator subunit 4
202753_at,0.01376,0.000192,5.030345,0.976807,1.8939376,PSMD6,"proteasome 26S subunit, non-ATPase 6"
205502_at,0.01376,0.000193,-5.02518,0.967869,-0.6312581,CYP17A1,cytochrome P450 family 17 subfamily A member 1
202365_at,0.01376,0.000194,5.024757,0.967137,1.2139948,UNC119B,unc-119 lipid binding chaperone B
214385_s_at,0.01376,0.000194,-5.024726,0.967084,-0.7991874,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming"
216789_at,0.01376,0.000194,-5.023238,0.964508,-1.0227831,TMEM92-AS1,TMEM92 antisense RNA 1
214141_x_at,0.01376,0.000196,5.017805,0.955101,1.552444,SRSF7,serine and arginine rich splicing factor 7
200662_s_at,0.01376,0.000196,5.017805,0.955101,2.5298105,TOMM20,translocase of outer mitochondrial membrane 20
200970_s_at,0.01376,0.000197,5.016398,0.952664,1.6773,SERP1,stress-associated endoplasmic reticulum protein 1
218191_s_at,0.01376,0.000197,5.015837,0.951692,2.0235324,LMBRD1,LMBR1 domain containing 1
208910_s_at,0.01376,0.000197,5.014784,0.949867,2.1551386,C1QBP,complement C1q binding protein
200087_s_at,0.01376,0.000198,5.013799,0.948161,1.2373557,TMED2,transmembrane p24 trafficking protein 2
212795_at,0.01387,0.000202,5.001973,0.927663,1.3225276,KIAA1033,KIAA1033
200034_s_at,0.01387,0.000203,5.000203,0.924594,0.9605048,RPL6,ribosomal protein L6
209284_s_at,0.01387,0.000203,4.999292,0.923013,1.1430962,FAM208A,family with sequence similarity 208 member A
211031_s_at,0.01387,0.000204,-4.99515,0.915828,-0.947296,CLIP2,CAP-Gly domain containing linker protein 2
212085_at,0.01387,0.000205,4.99451,0.914717,1.7015933,SLC25A6,solute carrier family 25 member 6
201121_s_at,0.01387,0.000205,4.993688,0.913291,1.5478031,PGRMC1,progesterone receptor membrane component 1
210041_s_at,0.01387,0.000206,4.9912,0.908972,1.7000369,PGM3,phosphoglucomutase 3
219078_at,0.01387,0.000207,4.98947,0.905971,0.7223033,GPATCH2,G-patch domain containing 2
220015_at,0.01387,0.000207,-4.988734,0.904693,-0.6929512,CASZ1,castor zinc finger 1
203676_at,0.01387,0.000207,-4.988067,0.903534,-0.460244,GNS,glucosamine (N-acetyl)-6-sulfatase
205352_at,0.01387,0.000208,4.986576,0.900945,1.5126317,SERPINI1,serpin family I member 1
212749_s_at,0.01387,0.000208,4.985283,0.898701,2.2296295,RCHY1,ring finger and CHY zinc finger domain containing 1
220439_at,0.01387,0.000209,-4.984287,0.89697,-0.5800626,RIN3,Ras and Rab interactor 3
201205_at,0.01387,0.000209,-4.984232,0.896875,-0.8928286,RRBP1,ribosome binding protein 1
201371_s_at,0.01387,0.000209,4.983845,0.896204,1.9295429,CUL3,cullin 3
202854_at,0.01387,0.000209,4.982763,0.894323,1.7510731,HPRT1,hypoxanthine phosphoribosyltransferase 1
208846_s_at,0.01387,0.000212,4.975696,0.882047,1.3245533,VDAC3,voltage dependent anion channel 3
203427_at,0.01387,0.000214,4.971255,0.874328,1.6497795,ASF1A,anti-silencing function 1A histone chaperone
215455_at,0.01387,0.000214,-4.970955,0.873806,-0.8081426,TIMELESS,timeless circadian clock
201071_x_at,0.01387,0.000214,4.970907,0.873722,1.646956,SF3B1,splicing factor 3b subunit 1
201583_s_at,0.01387,0.000214,4.9704,0.87284,1.727255,SEC23B,"Sec23 homolog B, coat complex II component"
202113_s_at,0.01387,0.000214,4.969729,0.871674,1.9459079,SNX2,sorting nexin 2
207003_at,0.01387,0.000217,-4.962657,0.859374,-0.8655383,GUCA2A,guanylate cyclase activator 2A
200038_s_at,0.01387,0.000218,4.961397,0.857182,1.1597071,RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17,"RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17"
218339_at,0.01387,0.000218,4.960242,0.855174,1.1683857,MRPL22,mitochondrial ribosomal protein L22
209392_at,0.01387,0.000219,4.957777,0.850884,3.3244226,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2
215818_at,0.01387,0.000221,-4.952752,0.842137,-0.8091774,NUDT7,nudix hydrolase 7
220495_s_at,0.01387,0.000221,4.952557,0.841797,1.2523981,TXNDC15,thioredoxin domain containing 15
216640_s_at,0.01387,0.000222,4.951567,0.840074,2.045139,PDIA6,protein disulfide isomerase family A member 6
202429_s_at,0.01387,0.000222,4.950806,0.838748,1.7500214,PPP3CA,protein phosphatase 3 catalytic subunit alpha
220209_at,0.01387,0.000223,-4.949122,0.835815,-0.9165205,PYY2,"peptide YY, 2 (pseudogene)"
58308_at,0.01387,0.000223,-4.948063,0.833971,-0.722679,TRIM62,tripartite motif containing 62
201689_s_at,0.01387,0.000224,4.945205,0.828993,2.4648038,TPD52,tumor protein D52
210782_x_at,0.01387,0.000224,-4.944391,0.827575,-0.7241021,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
202777_at,0.01387,0.000225,4.942488,0.82426,1.5764786,SHOC2,"SHOC2, leucine rich repeat scaffold protein"
200802_at,0.01387,0.000225,4.942313,0.823955,1.0369671,SARS,seryl-tRNA synthetase
200902_at,0.01387,0.000225,4.942095,0.823574,1.781641,SEP15,15 kDa selenoprotein
200891_s_at,0.01387,0.000226,4.941693,0.822874,0.794025,SSR1,signal sequence receptor subunit 1
201972_at,0.01387,0.000226,4.940334,0.820506,1.5235507,ATP6V1A,ATPase H+ transporting V1 subunit A
206158_s_at,0.01387,0.000227,4.939292,0.81869,2.1713812,CNBP,CCHC-type zinc finger nucleic acid binding protein
217906_at,0.01387,0.000227,4.939213,0.818551,1.9916336,KLHDC2,kelch domain containing 2
217814_at,0.01387,0.000227,4.937993,0.816426,2.0495231,CCDC47,coiled-coil domain containing 47
209009_at,0.01387,0.000228,4.936986,0.81467,1.0677264,ESD,esterase D
206558_at,0.01387,0.000229,-4.93468,0.810649,-0.6781426,SIM2,single-minded family bHLH transcription factor 2
209403_at,0.01387,0.000229,-4.934151,0.809728,-0.9020864,TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3C///TBC1D3F,TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3C///TBC1 domain family member 3F
202655_at,0.01387,0.000229,4.932481,0.806816,0.7813798,MANF,mesencephalic astrocyte derived neurotrophic factor
214491_at,0.01387,0.00023,-4.930648,0.803619,-0.727076,SSTR3,somatostatin receptor 3
202174_s_at,0.01387,0.00023,4.93034,0.803082,1.146716,PCM1,pericentriolar material 1
218622_at,0.01388,0.000232,4.92629,0.796017,1.0846581,NUP37,nucleoporin 37
218050_at,0.01388,0.000233,4.923806,0.791683,0.9254055,UFM1,ubiquitin fold modifier 1
208202_s_at,0.01388,0.000234,-4.921437,0.787547,-0.5090248,JADE2,jade family PHD finger 2
220245_at,0.01388,0.000235,-4.92051,0.78593,-0.5832186,SLC45A2,solute carrier family 45 member 2
209001_s_at,0.01388,0.000236,4.918038,0.781615,1.3663164,ANAPC13,anaphase promoting complex subunit 13
211733_x_at,0.01388,0.000238,4.913728,0.774088,2.0961498,SCP2,sterol carrier protein 2
211452_x_at,0.01388,0.000239,-4.909582,0.766847,-1.0429905,LRRFIP1,LRR binding FLII interacting protein 1
204417_at,0.01388,0.00024,4.907685,0.763533,2.1153421,GALC,galactosylceramidase
208739_x_at,0.01388,0.00024,4.907386,0.763011,1.4100624,LOC101929087///SUMO2///SUMO3,small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
201432_at,0.01388,0.000241,4.906371,0.761237,1.5965333,CAT,catalase
222008_at,0.01388,0.000241,-4.90624,0.761008,-0.6189483,COL9A1,collagen type IX alpha 1 chain
215748_at,0.01388,0.000242,-4.904491,0.757952,-0.5789029,KLHL35,kelch like family member 35
210371_s_at,0.01388,0.000242,4.904402,0.757797,1.5521836,RBBP4,"RB binding protein 4, chromatin remodeling factor"
218331_s_at,0.01388,0.000242,4.904357,0.757718,1.4867945,FAM208B,family with sequence similarity 208 member B
201529_s_at,0.01388,0.000243,4.902239,0.754015,1.4127236,RPA1,replication protein A1
219553_at,0.01388,0.000244,4.900079,0.750239,1.4682764,NME7,NME/NM23 family member 7
219939_s_at,0.01388,0.000244,4.899734,0.749636,1.6124412,CSDE1,cold shock domain containing E1
203107_x_at,0.01388,0.000244,4.898935,0.74824,0.8408262,SNORA64///RPS2,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
219368_at,0.01388,0.000244,4.898778,0.747965,2.048856,NAP1L2,nucleosome assembly protein 1 like 2
201386_s_at,0.01388,0.000244,4.898615,0.747679,2.134229,DHX15,DEAH-box helicase 15
201630_s_at,0.01388,0.000245,4.897536,0.745793,2.3006231,ACP1,"acid phosphatase 1, soluble"
213555_at,0.01388,0.000245,4.897499,0.745729,1.0480921,RWDD2A,RWD domain containing 2A
219336_s_at,0.01388,0.000246,4.895399,0.742055,0.9652919,ASCC1,activating signal cointegrator 1 complex subunit 1
213059_at,0.01388,0.000246,-4.89459,0.740641,-0.8813769,CREB3L1,cAMP responsive element binding protein 3 like 1
205367_at,0.01389,0.000247,-4.893085,0.738009,-1.1808043,SH2B2,SH2B adaptor protein 2
213315_x_at,0.01394,0.000248,4.889519,0.731771,1.1562519,CXorf40A,chromosome X open reading frame 40A
200726_at,0.01396,0.000249,4.88745,0.72815,1.6204331,PPP1CC,protein phosphatase 1 catalytic subunit gamma
212083_at,0.01396,0.00025,4.885439,0.724631,0.850321,TEX261,testis expressed 261
211426_x_at,0.01396,0.000251,-4.883726,0.721631,-0.6042369,GNAQ,G protein subunit alpha q
203525_s_at,0.01396,0.000251,4.883654,0.721505,1.4843426,APC,"APC, WNT signaling pathway regulator"
221460_at,0.01397,0.000252,-4.881872,0.718385,-0.8503981,OR2C1,olfactory receptor family 2 subfamily C member 1
209440_at,0.01398,0.000253,4.880195,0.715449,1.5642029,PRPS1,phosphoribosyl pyrophosphate synthetase 1
210137_s_at,0.014,0.000255,4.874884,0.706149,1.2627236,DCTD,dCMP deaminase
209280_at,0.014,0.000255,-4.874629,0.705702,-0.6961648,MRC2,mannose receptor C type 2
202026_at,0.014,0.000256,4.873751,0.704164,1.1324279,SDHD,succinate dehydrogenase complex subunit D
209671_x_at,0.014,0.000256,-4.873056,0.702946,-0.6922886,TRAC,T-cell receptor alpha constant
201220_x_at,0.014,0.000256,-4.872726,0.702368,-0.7840262,CTBP2,C-terminal binding protein 2
208800_at,0.01409,0.000259,4.867805,0.693744,1.4741305,SRP72,signal recognition particle 72
212896_at,0.0142,0.000261,4.862373,0.684222,1.5711517,SKIV2L2,Ski2 like RNA helicase 2
200670_at,0.0142,0.000262,4.86031,0.680604,1.1457517,XBP1,X-box binding protein 1
215066_at,0.0142,0.000263,-4.859754,0.679629,-0.8554126,PTPRF,"protein tyrosine phosphatase, receptor type F"
212611_at,0.01423,0.000264,-4.857344,0.675402,-0.7383312,DTX4,deltex E3 ubiquitin ligase 4
203266_s_at,0.01423,0.000264,4.855799,0.672692,1.0866352,MAP2K4,mitogen-activated protein kinase kinase 4
209259_s_at,0.01427,0.000267,4.851607,0.665338,1.3380293,SMC3,structural maintenance of chromosomes 3
217816_s_at,0.01427,0.000268,4.848907,0.660599,1.4859555,PCNP,PEST proteolytic signal containing nuclear protein
221505_at,0.01427,0.000268,4.84872,0.660269,1.4290433,ANP32E,acidic nuclear phosphoprotein 32 family member E
212459_x_at,0.01427,0.000268,4.848422,0.659748,2.2024495,SUCLG2,succinate-CoA ligase GDP-forming beta subunit
212893_at,0.01427,0.000268,4.848003,0.659012,1.6237362,ZZZ3,zinc finger ZZ-type containing 3
201435_s_at,0.01433,0.000271,4.843319,0.650789,1.5040838,EIF4E,eukaryotic translation initiation factor 4E
217964_at,0.01433,0.000271,4.841773,0.648073,1.4264183,TTC19,tetratricopeptide repeat domain 19
203102_s_at,0.01433,0.000272,4.840209,0.645327,1.4656079,MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
217955_at,0.01433,0.000273,4.839458,0.644007,1.7714812,BCL2L13,BCL2 like 13
210659_at,0.01433,0.000273,-4.839446,0.643987,-0.579524,CMKLR1,chemerin chemokine-like receptor 1
221461_at,0.01451,0.000277,-4.831391,0.629833,-0.5428848,TAS2R9,taste 2 receptor member 9
217851_s_at,0.01456,0.000278,4.828371,0.624525,1.789266,PRELID3B,PRELI domain containing 3B
218738_s_at,0.01457,0.000279,4.826595,0.621403,1.720015,RNF138,ring finger protein 138
214505_s_at,0.01462,0.000283,-4.819928,0.609678,-0.6710133,FHL1,four and a half LIM domains 1
202658_at,0.01462,0.000284,4.817645,0.605662,1.1016045,PEX11B,peroxisomal biogenesis factor 11 beta
204318_s_at,0.01462,0.000285,-4.816373,0.603424,-0.7730833,GTSE1,G2 and S-phase expressed 1
218616_at,0.01462,0.000286,4.813663,0.598655,1.3349171,INTS12,integrator complex subunit 12
220575_at,0.01462,0.000287,-4.811996,0.595721,-0.9739657,FAM106A,family with sequence similarity 106 member A
208667_s_at,0.01462,0.000288,4.810704,0.593446,1.2931867,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
203048_s_at,0.01462,0.000288,4.809504,0.591334,1.0938164,TTC37,tetratricopeptide repeat domain 37
202070_s_at,0.01462,0.00029,4.805836,0.584876,0.8918226,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha
220222_at,0.01462,0.000291,-4.804592,0.582686,-0.51021,RBM12B-AS1,RBM12B antisense RNA 1
212525_s_at,0.01462,0.000291,-4.803948,0.581552,-0.903545,H2AFX,H2A histone family member X
206174_s_at,0.01462,0.000292,4.803428,0.580635,0.970934,PPP6C,protein phosphatase 6 catalytic subunit
201387_s_at,0.01462,0.000292,4.802008,0.578134,1.9643333,UCHL1,ubiquitin C-terminal hydrolase L1
210128_s_at,0.01462,0.000292,-4.801613,0.577438,-0.6504074,LTB4R,leukotriene B4 receptor
211746_x_at,0.01462,0.000293,4.799907,0.574432,1.7029398,PSMA1,proteasome subunit alpha 1
203211_s_at,0.01462,0.000294,4.799731,0.574122,1.179325,MTMR2,myotubularin related protein 2
203253_s_at,0.01462,0.000294,4.799173,0.573139,1.3625498,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2
220763_at,0.01462,0.000295,-4.796325,0.568122,-0.7024171,HSPA12A,heat shock protein family A (Hsp70) member 12A
203067_at,0.01462,0.000296,4.79566,0.566949,1.4078052,PDHX,pyruvate dehydrogenase complex component X
220466_at,0.01462,0.000297,-4.793519,0.563176,-0.7818624,CCDC15,coiled-coil domain containing 15
203791_at,0.01462,0.000298,4.790948,0.558645,2.0340269,DMXL1,Dmx like 1
212882_at,0.01462,0.000299,4.790452,0.557771,0.7211998,KLHL18,kelch like family member 18
209139_s_at,0.01462,0.000299,4.789424,0.555957,1.7328431,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
200820_at,0.01462,0.000299,4.788924,0.555075,1.1438283,PSMD8,"proteasome 26S subunit, non-ATPase 8"
212038_s_at,0.01462,0.0003,4.787718,0.552949,1.789376,VDAC1,voltage dependent anion channel 1
201912_s_at,0.01462,0.000301,4.787058,0.551786,1.559661,GSPT1,G1 to S phase transition 1
218645_at,0.01462,0.000301,4.786508,0.550816,1.3849269,ZNF277,zinc finger protein 277
212158_at,0.01462,0.000301,4.785394,0.548852,1.750025,SDC2,syndecan 2
201805_at,0.01462,0.000302,4.784491,0.547258,0.6661762,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
207787_at,0.01462,0.000302,-4.784287,0.546899,-0.5809838,KRT33B,keratin 33B
214237_x_at,0.01462,0.000304,-4.781426,0.541852,-0.7035736,PAWR,pro-apoptotic WT1 regulator
